Date,state,precipitation (inch)
200911,MT,0.56
200912,MT,1.05
201001,MT,1.08
201002,MT,0.5
201003,MT,0.74
201004,MT,2.08
201005,MT,3.93
201006,MT,3.66
201007,MT,1.51
201008,MT,2.18
201009,MT,1.87
201010,MT,0.91
201011,MT,1.92
201012,MT,1.61
201101,MT,1.77
201102,MT,1.37
201103,MT,1.62
201104,MT,2.52
201105,MT,5.7
201106,MT,3.36
201107,MT,1.39
201108,MT,0.77
201109,MT,0.47
201110,MT,1.99
201111,MT,1.08
201112,MT,0.81
201201,MT,1.23
201202,MT,0.95
201203,MT,1.6
201204,MT,1.98
201205,MT,2.42
201206,MT,2.01
201207,MT,1.29
201208,MT,0.57
201209,MT,0.17
201210,MT,1.82
201211,MT,1.45
201212,MT,1.32
201301,MT,1.05
201302,MT,0.55
201303,MT,0.91
201304,MT,1.5
201305,MT,4.15
201306,MT,3.12
201307,MT,1.19
201308,MT,1.46
201309,MT,2.53
201310,MT,1.19
201311,MT,0.91
201312,MT,1.46
201401,MT,1.21
201402,MT,1.71
201403,MT,2.26
201404,MT,1.47
201405,MT,1.92
201406,MT,3.2
201407,MT,0.69
201408,MT,3.7
201409,MT,1.2
201410,MT,0.96
201411,MT,1.98
201412,MT,1.3
201501,MT,1.18
201502,MT,0.9
201503,MT,0.99
201504,MT,1.08
201505,MT,2.43
201506,MT,1.77
201507,MT,1.88
201508,MT,1.01
201509,MT,1.29
201510,MT,1.4
201511,MT,1.34
201512,MT,1.61
201601,MT,0.91
201602,MT,0.85
201603,MT,1.37
201604,MT,2.33
201605,MT,3.1
201606,MT,1.53
201607,MT,2.07
201608,MT,1.04
201609,MT,2.47
201610,MT,3.36
201611,MT,0.65
201612,MT,1.49
201701,MT,0.91
201702,MT,1.72
201703,MT,1.84
201704,MT,2.13
201705,MT,1.54
201706,MT,1.72
201707,MT,0.43
201708,MT,0.37
201709,MT,2.1
201710,MT,1.16
201711,MT,1.7
201712,MT,1.81
201801,MT,1.16
201802,MT,2.12
201803,MT,1.44
201804,MT,2.17
201805,MT,2.8
201806,MT,3.62
201807,MT,0.76
201808,MT,1.05
201809,MT,1.09
201810,MT,1.34
201811,MT,1.44
201812,MT,0.99
201901,MT,1.04
201902,MT,1.92
201903,MT,0.63
201904,MT,2.18
201905,MT,2.67
201906,MT,2.56
201907,MT,2.03
201908,MT,1.53
201909,MT,3.58
201910,MT,1.36
201911,MT,1.12
201912,MT,0.79
202001,MT,1.2
202002,MT,1.22
202003,MT,0.94
202004,MT,1.15
202005,MT,2.48
202006,MT,3.43
202007,MT,1.08
202008,MT,0.47
202009,MT,0.94
202010,MT,2.07
202011,MT,1.23
202012,MT,0.68
202101,MT,0.75
202102,MT,1.39
202103,MT,0.58
202104,MT,1
202105,MT,2.48
202106,MT,0.83
202107,MT,0.65
202108,MT,2.05
202109,MT,0.43
202110,MT,1.49
202111,MT,0.99
202112,MT,1.67
202201,MT,0.97
202202,MT,0.85
202203,MT,0.96
202204,MT,1.93
202205,MT,2.39
202206,MT,2.89
202207,MT,1.81
202208,MT,0.88
202209,MT,1.05
202210,MT,1.63
202211,MT,1.36
202212,MT,1.56
202301,MT,0.78
202302,MT,1.02
202303,MT,1.28
202304,MT,1.18
202305,MT,2.78
202306,MT,3.96
202307,MT,0.77
202308,MT,1.74
202309,MT,1.75
202310,MT,1.67
202311,MT,0.85
202312,MT,0.63
200101,NE,0.95
200102,NE,0.99
200103,NE,0.72
200104,NE,3.83
200105,NE,4.34
200106,NE,2.09
200107,NE,3.85
200108,NE,2.16
200109,NE,2.76
200110,NE,1.09
200111,NE,1.59
200112,NE,0.11
200201,NE,0.23
200202,NE,0.26
200203,NE,0.82
200204,NE,1.5
200205,NE,2.43
200206,NE,1.47
200207,NE,1.12
200208,NE,3.52
200209,NE,1.42
200210,NE,2.63
200211,NE,0.16
200212,NE,0.09
200301,NE,0.37
200302,NE,0.67
200303,NE,1.2
200304,NE,3.23
200305,NE,3.24
200306,NE,4.25
200307,NE,1.43
200308,NE,1.35
200309,NE,2.21
200310,NE,0.75
200311,NE,0.93
200312,NE,0.35
200401,NE,0.5
200402,NE,0.74
200403,NE,1.95
200404,NE,1.76
200405,NE,3.29
200406,NE,2.84
200407,NE,4.11
200408,NE,1.46
200409,NE,3.49
200410,NE,1.2
200411,NE,1.48
200412,NE,0.1
200501,NE,0.54
200502,NE,0.78
200503,NE,1.48
200504,NE,3.19
200505,NE,3.31
200506,NE,5.39
200507,NE,1.91
200508,NE,3.04
200509,NE,1.05
200510,NE,1.5
200511,NE,1.01
200512,NE,0.37
200601,NE,0.34
200602,NE,0.23
200603,NE,2.06
200604,NE,2.2
200605,NE,1.16
200606,NE,3.16
200607,NE,1.86
200608,NE,3.82
200609,NE,3.48
200610,NE,1.03
200611,NE,0.24
200612,NE,1.98
200701,NE,0.58
200702,NE,0.96
200703,NE,2.25
200704,NE,3.77
200705,NE,5.19
200706,NE,2.82
200707,NE,2.46
200708,NE,4.27
200709,NE,1.82
200710,NE,3.08
200711,NE,0.05
200712,NE,1.39
200801,NE,0.19
200802,NE,0.39
200803,NE,0.82
200804,NE,2.89
200805,NE,5.87
200806,NE,4.16
200807,NE,3.1
200808,NE,2.22
200809,NE,2.71
200810,NE,4.42
200811,NE,0.79
200812,NE,0.53
200901,NE,0.44
200902,NE,0.71
200903,NE,0.69
200904,NE,2.74
200905,NE,2.18
200906,NE,5.52
200907,NE,3.07
200908,NE,3.67
200909,NE,1.52
200910,NE,3.74
200911,NE,0.28
200912,NE,1.14
201001,NE,0.37
201002,NE,0.73
201003,NE,1.69
201004,NE,2.97
201005,NE,3.02
201006,NE,7.4
201007,NE,4.03
201008,NE,2.85
201009,NE,2.04
201010,NE,0.92
201011,NE,0.67
201012,NE,0.37
201101,NE,0.93
201102,NE,0.64
201103,NE,0.88
201104,NE,2.8
201105,NE,5.43
201106,NE,3.99
201107,NE,3.71
201108,NE,3.56
201109,NE,0.88
201110,NE,1.92
201111,NE,0.48
201112,NE,0.59
201201,NE,0.16
201202,NE,1.34
201203,NE,0.57
201204,NE,3.13
201205,NE,2.04
201206,NE,1.65
201207,NE,1.03
201208,NE,1.06
201209,NE,0.49
201210,NE,0.88
201211,NE,0.29
201212,NE,0.72
201301,NE,0.32
201302,NE,0.83
201303,NE,0.95
201304,NE,2.77
201305,NE,4.86
201306,NE,2.43
201307,NE,2.11
201308,NE,3
201309,NE,2.32
201310,NE,2.8
201311,NE,0.78
201312,NE,0.27
201401,NE,0.22
201402,NE,0.64
201403,NE,0.5
201404,NE,1.99
201405,NE,2.63
201406,NE,7.23
201407,NE,1.72
201408,NE,4.7
201409,NE,2.57
201410,NE,1.34
201411,NE,0.32
201412,NE,1.12
201501,NE,0.21
201502,NE,0.68
201503,NE,0.24
201504,NE,2.64
201505,NE,5.89
201506,NE,4.73
201507,NE,3.33
201508,NE,2.83
201509,NE,2.54
201510,NE,1.43
201511,NE,1.95
201512,NE,1.59
201601,NE,0.4
201602,NE,0.79
201603,NE,1.16
201604,NE,5.2
201605,NE,4.39
201606,NE,2.2
201607,NE,3.55
201608,NE,2.57
201609,NE,2.21
201610,NE,1.16
201611,NE,0.86
201612,NE,0.82
201701,NE,1.01
201702,NE,0.72
201703,NE,1.55
201704,NE,2.56
201705,NE,4.71
201706,NE,1.53
201707,NE,2.64
201708,NE,4.31
201709,NE,2.72
201710,NE,2.96
201711,NE,0.23
201712,NE,0.4
201801,NE,0.72
201802,NE,0.67
201803,NE,1.14
201804,NE,1.55
201805,NE,4.66
201806,NE,5.26
201807,NE,4.66
201808,NE,2.44
201809,NE,2.74
201810,NE,2.54
201811,NE,0.87
201812,NE,1.97
201901,NE,0.25
201902,NE,0.74
201903,NE,2.8
201904,NE,1.75
201905,NE,6.59
201906,NE,3.74
201907,NE,4.17
201908,NE,5.14
201909,NE,2.49
201910,NE,1.59
201911,NE,0.96
201912,NE,1.15
202001,NE,0.58
202002,NE,0.25
202003,NE,1.92
202004,NE,0.75
202005,NE,4.06
202006,NE,2.53
202007,NE,4.11
202008,NE,0.92
202009,NE,1.04
202010,NE,0.65
202011,NE,0.81
202012,NE,0.62
202101,NE,0.66
202102,NE,0.62
202103,NE,4.11
202104,NE,1.39
202105,NE,3.56
202106,NE,2.22
202107,NE,2.54
202108,NE,2.84
202109,NE,2.06
202110,NE,1.96
202111,NE,0.31
202112,NE,0.33
202201,NE,0.25
202202,NE,0.12
202203,NE,0.86
202204,NE,1.65
202205,NE,3.64
202206,NE,1.78
202207,NE,3.09
202208,NE,1.01
202209,NE,1.34
202210,NE,0.56
202211,NE,0.31
202212,NE,1.01
202301,NE,1.58
202302,NE,0.69
202303,NE,0.69
202304,NE,0.71
202305,NE,4.44
202306,NE,3.42
202307,NE,4.14
202308,NE,2.75
202309,NE,2.25
202310,NE,2.43
202311,NE,0.62
202312,NE,1.09
200101,NV,1.14
200102,NV,1.09
200103,NV,1
200104,NV,1.19
200105,NV,0.16
200106,NV,0.13
200107,NV,0.81
200108,NV,0.27
200109,NV,0.25
200110,NV,0.28
200111,NV,1.24
200112,NV,1.37
200201,NV,0.67
200202,NV,0.57
200203,NV,0.53
200204,NV,0.86
200205,NV,0.4
200206,NV,0.26
200207,NV,0.31
200208,NV,0.06
200209,NV,0.47
200210,NV,0.36
200211,NV,0.94
200212,NV,0.81
200301,NV,0.52
200302,NV,1.05
200303,NV,0.8
200304,NV,1.68
200305,NV,0.9
200306,NV,0.1
200307,NV,0.5
200308,NV,1.15
200309,NV,0.31
200310,NV,0.12
200311,NV,0.98
200312,NV,1.71
200401,NV,0.53
200402,NV,1.65
200403,NV,0.34
200404,NV,1.02
200405,NV,0.59
200406,NV,0.34
200407,NV,0.54
200408,NV,0.82
200409,NV,0.45
200410,NV,2.36
200411,NV,1.4
200412,NV,1.31
200501,NV,2.25
200502,NV,1.43
200503,NV,1.26
200504,NV,1.34
200505,NV,1.99
200506,NV,0.51
200507,NV,0.37
200508,NV,0.59
200509,NV,0.37
200510,NV,0.86
200511,NV,0.74
200512,NV,1.84
200601,NV,1.47
200602,NV,0.79
200603,NV,1.74
200604,NV,1.77
200605,NV,0.54
200606,NV,0.29
200607,NV,0.68
200608,NV,0.06
200609,NV,0.2
200610,NV,0.86
200611,NV,0.61
200612,NV,0.66
200701,NV,0.33
200702,NV,1.01
200703,NV,0.59
200704,NV,0.9
200705,NV,0.28
200706,NV,0.34
200707,NV,0.39
200708,NV,0.57
200709,NV,0.87
200710,NV,0.61
200711,NV,0.32
200712,NV,1.38
200801,NV,1.48
200802,NV,1.1
200803,NV,0.38
200804,NV,0.23
200805,NV,1.01
200806,NV,0.25
200807,NV,0.32
200808,NV,0.17
200809,NV,0.14
200810,NV,0.37
200811,NV,1.12
200812,NV,1.12
200901,NV,0.87
200902,NV,1.14
200903,NV,0.65
200904,NV,1.05
200905,NV,0.61
200906,NV,1.84
200907,NV,0.4
200908,NV,0.35
200909,NV,0.14
200910,NV,0.78
200911,NV,0.18
200912,NV,1.21
201001,NV,1.45
201002,NV,1.03
201003,NV,0.94
201004,NV,1.27
201005,NV,1.07
201006,NV,0.2
201007,NV,0.35
201008,NV,0.25
201009,NV,0.26
201010,NV,2.23
201011,NV,1.19
201012,NV,2.82
201101,NV,0.29
201102,NV,0.83
201103,NV,1.57
201104,NV,1.22
201105,NV,1.53
201106,NV,0.55
201107,NV,0.5
201108,NV,0.23
201109,NV,0.48
201110,NV,0.93
201111,NV,0.38
201112,NV,0.11
201201,NV,0.95
201202,NV,0.53
201203,NV,1.01
201204,NV,0.67
201205,NV,0.3
201206,NV,0.09
201207,NV,0.85
201208,NV,1
201209,NV,0.53
201210,NV,0.67
201211,NV,0.48
201212,NV,1.81
201301,NV,0.68
201302,NV,0.38
201303,NV,0.42
201304,NV,0.51
201305,NV,0.7
201306,NV,0.12
201307,NV,0.76
201308,NV,0.54
201309,NV,1.39
201310,NV,0.59
201311,NV,0.74
201312,NV,0.63
201401,NV,0.51
201402,NV,1.2
201403,NV,1.03
201404,NV,0.66
201405,NV,0.79
201406,NV,0.12
201407,NV,0.77
201408,NV,1.49
201409,NV,1.19
201410,NV,0.12
201411,NV,0.71
201412,NV,1.33
201501,NV,0.5
201502,NV,0.58
201503,NV,0.38
201504,NV,0.7
201505,NV,2.11
201506,NV,0.56
201507,NV,1.22
201508,NV,0.49
201509,NV,0.34
201510,NV,1.83
201511,NV,1.29
201512,NV,1.34
201601,NV,1.72
201602,NV,0.48
201603,NV,1.01
201604,NV,1.58
201605,NV,1
201606,NV,0.43
201607,NV,0.21
201608,NV,0.32
201609,NV,0.6
201610,NV,1.36
201611,NV,0.48
201612,NV,1.96
201701,NV,2.88
201702,NV,1.56
201703,NV,1.11
201704,NV,1.12
201705,NV,0.53
201706,NV,0.53
201707,NV,0.61
201708,NV,0.63
201709,NV,0.96
201710,NV,0.17
201711,NV,0.88
201712,NV,0.19
201801,NV,0.96
201802,NV,0.42
201803,NV,1.62
201804,NV,0.86
201805,NV,1.48
201806,NV,0.13
201807,NV,0.7
201808,NV,0.22
201809,NV,0.04
201810,NV,1.09
201811,NV,0.81
201812,NV,0.94
201901,NV,1.32
201902,NV,2.41
201903,NV,2.1
201904,NV,1.24
201905,NV,2.61
201906,NV,0.32
201907,NV,0.26
201908,NV,0.19
201909,NV,0.8
201910,NV,0.12
201911,NV,0.98
201912,NV,1.46
202001,NV,0.7
202002,NV,0.37
202003,NV,1.26
202004,NV,0.68
202005,NV,0.63
202006,NV,0.56
202007,NV,0.1
202008,NV,0.12
202009,NV,0.07
202010,NV,0.06
202011,NV,0.72
202012,NV,0.59
202101,NV,0.95
202102,NV,0.83
202103,NV,0.89
202104,NV,0.43
202105,NV,0.67
202106,NV,0.17
202107,NV,0.84
202108,NV,0.24
202109,NV,0.27
202110,NV,2
202111,NV,0.18
202112,NV,2.11
202201,NV,0.14
202202,NV,0.23
202203,NV,0.64
202204,NV,0.54
202205,NV,0.48
202206,NV,0.17
202207,NV,0.48
202208,NV,1.49
202209,NV,0.85
202210,NV,0.34
202211,NV,1
202212,NV,2.12
202301,NV,2.33
202302,NV,0.9
202303,NV,2.32
202304,NV,0.33
202305,NV,1.15
202306,NV,0.95
202307,NV,0.15
202308,NV,1.85
202309,NV,1.33
202310,NV,0.53
202311,NV,0.59
202312,NV,0.43
200101,NH,1.58
200102,NH,3.22
200103,NH,6.06
200104,NH,1.09
200105,NH,1.92
200106,NH,4.84
200107,NH,3.57
200108,NH,1.78
200109,NH,4.28
200110,NH,1.74
200111,NH,2.21
200112,NH,2.58
200201,NH,2.63
200202,NH,3.06
200203,NH,3.93
200204,NH,4.53
200205,NH,4.69
200206,NH,6.03
200207,NH,2.13
200208,NH,2.04
200209,NH,3.84
200210,NH,3.64
200211,NH,4.84
200212,NH,3.53
200301,NH,2.34
200302,NH,2.73
200303,NH,3.2
200304,NH,2.98
200305,NH,4.5
200306,NH,2.9
200307,NH,3.21
200308,NH,6.24
200309,NH,5.34
200310,NH,6.4
200311,NH,3.77
200312,NH,6.77
200401,NH,0.93
200402,NH,1.34
200403,NH,1.8
200404,NH,5.6
200405,NH,5.41
200406,NH,2.59
200407,NH,4.74
200408,NH,5.81
200409,NH,4.55
200410,NH,1.98
200411,NH,4.1
200412,NH,4.39
200501,NH,3.15
200502,NH,2.8
200503,NH,3.98
200504,NH,5.61
200505,NH,5.16
200506,NH,5.36
200507,NH,4.05
200508,NH,4.02
200509,NH,3.47
200510,NH,13.65
200511,NH,5.63
200512,NH,4.21
200601,NH,4.38
200602,NH,2.4
200603,NH,1.42
200604,NH,2.98
200605,NH,9.17
200606,NH,9.2
200607,NH,5.53
200608,NH,4.49
200609,NH,2.51
200610,NH,7.85
200611,NH,4.67
200612,NH,3.65
200701,NH,3.17
200702,NH,2.08
200703,NH,3.54
200704,NH,7.32
200705,NH,3.54
200706,NH,3.43
200707,NH,5.02
200708,NH,2.73
200709,NH,3.37
200710,NH,4.97
200711,NH,4.43
200712,NH,4.73
200801,NH,2.58
200802,NH,7.85
200803,NH,5.17
200804,NH,3.92
200805,NH,1.12
200806,NH,6.29
200807,NH,7.09
200808,NH,5.81
200809,NH,6.51
200810,NH,3.85
200811,NH,4.44
200812,NH,6.15
200901,NH,3.04
200902,NH,2.37
200903,NH,2.84
200904,NH,3.5
200905,NH,4.7
200906,NH,6.24
200907,NH,7.66
200908,NH,5.17
200909,NH,1.63
200910,NH,5.99
200911,NH,4.1
200912,NH,4.43
201001,NH,2.78
201002,NH,4.1
201003,NH,7.41
201004,NH,2.82
201005,NH,2.29
201006,NH,4.62
201007,NH,3.48
201008,NH,3.75
201009,NH,2.95
201010,NH,7.84
201011,NH,3.66
201012,NH,4.3
201101,NH,2.57
201102,NH,3.44
201103,NH,4.87
201104,NH,5.42
201105,NH,5.09
201106,NH,4.44
201107,NH,2.69
201108,NH,9.09
201109,NH,6.03
201110,NH,6.22
201111,NH,3.41
201112,NH,4.22
201201,NH,3.21
201202,NH,1.14
201203,NH,1.95
201204,NH,3.24
201205,NH,5.74
201206,NH,5.39
201207,NH,2.95
201208,NH,4.76
201209,NH,5.06
201210,NH,5.51
201211,NH,0.8
201212,NH,5.43
201301,NH,1.98
201302,NH,3.09
201303,NH,2.29
201304,NH,2.44
201305,NH,5.48
201306,NH,7.04
201307,NH,5.9
201308,NH,3.34
201309,NH,5.08
201310,NH,1.55
201311,NH,3.89
201312,NH,3.68
201401,NH,3.46
201402,NH,3.68
201403,NH,4.11
201404,NH,3.03
201405,NH,4.56
201406,NH,3.91
201407,NH,7.27
201408,NH,3.58
201409,NH,1.63
201410,NH,5.67
201411,NH,3.27
201412,NH,5.47
201501,NH,3.35
201502,NH,2.42
201503,NH,1.65
201504,NH,2.8
201505,NH,1.95
201506,NH,7.34
201507,NH,3.71
201508,NH,3.59
201509,NH,5.36
201510,NH,4.05
201511,NH,2.36
201512,NH,5.43
201601,NH,1.97
201602,NH,4.72
201603,NH,3.46
201604,NH,2.53
201605,NH,2.43
201606,NH,2.89
201607,NH,3.46
201608,NH,4.17
201609,NH,2.11
201610,NH,4.6
201611,NH,3.04
201612,NH,4.19
201701,NH,2.82
201702,NH,3.12
201703,NH,3.11
201704,NH,4.48
201705,NH,6.55
201706,NH,5.24
201707,NH,3.89
201708,NH,3.66
201709,NH,2.96
201710,NH,7.83
201711,NH,2.04
201712,NH,3.47
201801,NH,4.14
201802,NH,3.43
201803,NH,2.76
201804,NH,4.66
201805,NH,1.65
201806,NH,3.75
201807,NH,4.96
201808,NH,5.86
201809,NH,4.8
201810,NH,4.54
201811,NH,7.75
201812,NH,3.5
201901,NH,5.41
201902,NH,2.93
201903,NH,1.73
201904,NH,5.73
201905,NH,4.54
201906,NH,5.3
201907,NH,3.67
201908,NH,4.03
201909,NH,2.34
201910,NH,5.83
201911,NH,3.7
201912,NH,5.04
202001,NH,2.74
202002,NH,3.35
202003,NH,3.08
202004,NH,4.79
202005,NH,2.72
202006,NH,2.47
202007,NH,4.6
202008,NH,2.66
202009,NH,1.69
202010,NH,5.65
202011,NH,3.08
202012,NH,4.97
202101,NH,2.15
202102,NH,2.69
202103,NH,1.8
202104,NH,3.94
202105,NH,2.99
202106,NH,2.22
202107,NH,10.58
202108,NH,3.6
202109,NH,4.73
202110,NH,4.94
202111,NH,2.85
202112,NH,3.49
202201,NH,2.17
202202,NH,4.28
202203,NH,3.07
202204,NH,4.3
202205,NH,2.82
202206,NH,3.21
202207,NH,3.72
202208,NH,3.67
202209,NH,5.79
202210,NH,3.63
202211,NH,3.58
202212,NH,5.96
202301,NH,5.38
202302,NH,1.64
202303,NH,3.45
202304,NH,3.67
202305,NH,3.95
202306,NH,6.37
202307,NH,8.94
202308,NH,5.83
202309,NH,4.51
202310,NH,3.76
202311,NH,2.33
202312,NH,6.47
200101,NJ,3.03
200102,NJ,2.62
200103,NJ,5.95
200104,NJ,1.83
200105,NJ,3.17
200106,NJ,5.24
200107,NJ,3.1
200108,NJ,3.53
200109,NJ,2.93
200110,NJ,0.93
200111,NJ,1
200112,NJ,2.22
200201,NJ,2.21
200202,NJ,0.75
200203,NJ,4.21
200204,NJ,3.83
200205,NJ,4.26
200206,NJ,4.94
200207,NJ,1.66
200208,NJ,3.73
200209,NJ,3.95
200210,NJ,6.74
200211,NJ,5.1
200212,NJ,4.53
200301,NJ,2.54
200302,NJ,4.69
200303,NJ,4.07
200304,NJ,2.86
200305,NJ,3.77
200306,NJ,8.43
200307,NJ,3.87
200308,NJ,4.92
200309,NJ,6.26
200310,NJ,4.99
200311,NJ,4.32
200312,NJ,5.76
200401,NJ,1.98
200402,NJ,2.52
200403,NJ,3.3
200404,NJ,5.32
200405,NJ,3.75
200406,NJ,3.05
200407,NJ,7.52
200408,NJ,4.82
200409,NJ,6.06
200410,NJ,2.28
200411,NJ,4.62
200412,NJ,3.48
200501,NJ,4.35
200502,NJ,2.42
200503,NJ,4.01
200504,NJ,4.48
200505,NJ,2.56
200506,NJ,3.53
200507,NJ,4.64
200508,NJ,2.12
200509,NJ,1.19
200510,NJ,11.99
200511,NJ,3.91
200512,NJ,3.61
200601,NJ,5.17
200602,NJ,1.76
200603,NJ,0.82
200604,NJ,3.64
200605,NJ,3.03
200606,NJ,7.88
200607,NJ,5.18
200608,NJ,3.76
200609,NJ,5.85
200610,NJ,6.28
200611,NJ,5.88
200612,NJ,2.16
200701,NJ,3.6
200702,NJ,1.97
200703,NJ,4.11
200704,NJ,8.45
200705,NJ,1.58
200706,NJ,4.05
200707,NJ,4.47
200708,NJ,4.49
200709,NJ,0.99
200710,NJ,5.5
200711,NJ,2.34
200712,NJ,5.38
200801,NJ,2.06
200802,NJ,5.24
200803,NJ,4.09
200804,NJ,2.67
200805,NJ,4.57
200806,NJ,3.09
200807,NJ,3.92
200808,NJ,2.34
200809,NJ,6.16
200810,NJ,2.84
200811,NJ,3.8
200812,NJ,6.44
200901,NJ,2.93
200902,NJ,0.66
200903,NJ,2.01
200904,NJ,4.4
200905,NJ,4.43
200906,NJ,6.79
200907,NJ,5
200908,NJ,7.39
200909,NJ,3.99
200910,NJ,5.67
200911,NJ,2.19
200912,NJ,7.71
201001,NJ,2.64
201002,NJ,4.62
201003,NJ,8.66
201004,NJ,2.51
201005,NJ,3.35
201006,NJ,2.24
201007,NJ,4.07
201008,NJ,2.51
201009,NJ,3.18
201010,NJ,5.38
201011,NJ,2.17
201012,NJ,3.27
201101,NJ,3.33
201102,NJ,3.07
201103,NJ,5.55
201104,NJ,5.67
201105,NJ,3.77
201106,NJ,3.43
201107,NJ,4.11
201108,NJ,15.67
201109,NJ,7.12
201110,NJ,4.19
201111,NJ,3.83
201112,NJ,4.21
201201,NJ,2.78
201202,NJ,1.33
201203,NJ,1.65
201204,NJ,2.87
201205,NJ,4.27
201206,NJ,4.3
201207,NJ,3.43
201208,NJ,4.62
201209,NJ,4.45
201210,NJ,5.43
201211,NJ,1.3
201212,NJ,5.56
201301,NJ,3
201302,NJ,2.89
201303,NJ,2.89
201304,NJ,2.6
201305,NJ,3.82
201306,NJ,9.49
201307,NJ,5.27
201308,NJ,4.67
201309,NJ,2.11
201310,NJ,2.01
201311,NJ,2.89
201312,NJ,4.74
201401,NJ,3.12
201402,NJ,4.96
201403,NJ,3.97
201404,NJ,4.42
201405,NJ,4.72
201406,NJ,3.32
201407,NJ,5.23
201408,NJ,4.08
201409,NJ,2.5
201410,NJ,3.64
201411,NJ,4.34
201412,NJ,4.65
201501,NJ,4.43
201502,NJ,2.18
201503,NJ,4.55
201504,NJ,2.67
201505,NJ,1.21
201506,NJ,8.12
201507,NJ,3.68
201508,NJ,2.26
201509,NJ,3.6
201510,NJ,4.02
201511,NJ,2.3
201512,NJ,4.84
201601,NJ,3.19
201602,NJ,4.08
201603,NJ,1.87
201604,NJ,2.26
201605,NJ,4.79
201606,NJ,2.4
201607,NJ,6.97
201608,NJ,2.08
201609,NJ,3.45
201610,NJ,2.8
201611,NJ,2.43
201612,NJ,3.27
201701,NJ,3.71
201702,NJ,1.64
201703,NJ,4.06
201704,NJ,3.82
201705,NJ,6.51
201706,NJ,3.32
201707,NJ,6.29
201708,NJ,5.17
201709,NJ,2.27
201710,NJ,4.97
201711,NJ,1.7
201712,NJ,1.46
201801,NJ,2.72
201802,NJ,6.08
201803,NJ,4.64
201804,NJ,4.17
201805,NJ,5.8
201806,NJ,3.3
201807,NJ,5.91
201808,NJ,5.56
201809,NJ,7.57
201810,NJ,4.46
201811,NJ,8.65
201812,NJ,5.9
201901,NJ,4.49
201902,NJ,3.26
201903,NJ,3.84
201904,NJ,3.97
201905,NJ,6.75
201906,NJ,5.15
201907,NJ,6.14
201908,NJ,3.73
201909,NJ,1.25
201910,NJ,5.71
201911,NJ,1.94
201912,NJ,5.32
202001,NJ,2.29
202002,NJ,2.79
202003,NJ,3.61
202004,NJ,3.98
202005,NJ,2.47
202006,NJ,3.05
202007,NJ,6.69
202008,NJ,6.09
202009,NJ,4.41
202010,NJ,5.03
202011,NJ,4.09
202012,NJ,5.35
202101,NJ,1.86
202102,NJ,4.73
202103,NJ,3.84
202104,NJ,2.35
202105,NJ,3.84
202106,NJ,3.37
202107,NJ,7.62
202108,NJ,6.59
202109,NJ,6.34
202110,NJ,5.06
202111,NJ,1.01
202112,NJ,1.26
202201,NJ,3.37
202202,NJ,2.71
202203,NJ,2.64
202204,NJ,5.04
202205,NJ,5.28
202206,NJ,3.39
202207,NJ,2.05
202208,NJ,2.34
202209,NJ,3.11
202210,NJ,6.46
202211,NJ,2.88
202212,NJ,4.78
202301,NJ,3.67
202302,NJ,1.52
202303,NJ,2.57
202304,NJ,5.6
202305,NJ,1.99
202306,NJ,3.91
202307,NJ,6.36
202308,NJ,4.13
202309,NJ,7.75
202310,NJ,2
202311,NJ,2.7
202312,NJ,8.34
200101,NM,1.16
200102,NM,0.7
200103,NM,1.06
200104,NM,0.41
200105,NM,1.02
200106,NM,0.8
200107,NM,1.78
200108,NM,2.39
200109,NM,0.92
200110,NM,0.23
200111,NM,0.94
200112,NM,0.41
200201,NM,0.52
200202,NM,0.33
200203,NM,0.43
200204,NM,0.26
200205,NM,0.14
200206,NM,0.73
200207,NM,2.25
200208,NM,1.75
200209,NM,2.61
200210,NM,1.54
200211,NM,0.56
200212,NM,1.17
200301,NM,0.07
200302,NM,1.07
200303,NM,0.67
200304,NM,0.16
200305,NM,0.38
200306,NM,1.26
200307,NM,0.78
200308,NM,1.63
200309,NM,0.94
200310,NM,1.03
200311,NM,0.86
200312,NM,0.22
200401,NM,0.49
200402,NM,1.07
200403,NM,0.87
200404,NM,2.61
200405,NM,0.17
200406,NM,1.2
200407,NM,2.32
200408,NM,2.25
200409,NM,2.22
200410,NM,1.61
200411,NM,1.71
200412,NM,0.73
200501,NM,1.63
200502,NM,1.85
200503,NM,1.13
200504,NM,0.84
200505,NM,1.21
200506,NM,0.47
200507,NM,0.98
200508,NM,3.03
200509,NM,1.83
200510,NM,1.24
200511,NM,0.06
200512,NM,0.07
200601,NM,0.16
200602,NM,0.11
200603,NM,0.55
200604,NM,0.29
200605,NM,0.39
200606,NM,1.05
200607,NM,3.21
200608,NM,4.78
200609,NM,2.36
200610,NM,1.88
200611,NM,0.17
200612,NM,1.02
200701,NM,1.04
200702,NM,0.53
200703,NM,1.03
200704,NM,0.77
200705,NM,1.98
200706,NM,1.14
200707,NM,2.33
200708,NM,1.99
200709,NM,1.8
200710,NM,0.25
200711,NM,0.42
200712,NM,1.47
200801,NM,0.61
200802,NM,0.56
200803,NM,0.19
200804,NM,0.16
200805,NM,0.98
200806,NM,0.56
200807,NM,4.06
200808,NM,2.78
200809,NM,1.27
200810,NM,1.32
200811,NM,0.38
200812,NM,0.87
200901,NM,0.2
200902,NM,0.19
200903,NM,0.49
