Date,state,average temperature (F)
200904,MO,53.4
200905,MO,63.8
200906,MO,74.6
200907,MO,72.8
200908,MO,72.6
200909,MO,66.6
200910,MO,50.9
200911,MO,49.8
200912,MO,30.6
201001,MO,25.5
201002,MO,28.4
201003,MO,45
201004,MO,60.5
201005,MO,64.5
201006,MO,77.3
201007,MO,79.1
201008,MO,79
201009,MO,68.8
201010,MO,58.3
201011,MO,46.5
201012,MO,29.6
201101,MO,26.7
201102,MO,33.2
201103,MO,45.1
201104,MO,56.8
201105,MO,62.8
201106,MO,75.8
201107,MO,82.7
201108,MO,77.8
201109,MO,64.8
201110,MO,57.2
201111,MO,47.4
201112,MO,37.4
201201,MO,36.3
201202,MO,39.9
201203,MO,58.1
201204,MO,59
201205,MO,69.5
201206,MO,74.8
201207,MO,83.6
201208,MO,76.2
201209,MO,67
201210,MO,54.3
201211,MO,45.1
201212,MO,38.8
201301,MO,33.8
201302,MO,34.4
201303,MO,38.3
201304,MO,52.1
201305,MO,63.4
201306,MO,73
201307,MO,75
201308,MO,74.6
201309,MO,70.7
201310,MO,55.9
201311,MO,41.8
201312,MO,30.3
201401,MO,25.8
201402,MO,26.5
201403,MO,39.5
201404,MO,55.1
201405,MO,65.3
201406,MO,73.7
201407,MO,72.6
201408,MO,76.6
201409,MO,67.1
201410,MO,57.8
201411,MO,37.8
201412,MO,36.7
201501,MO,31.2
201502,MO,26.2
201503,MO,44.5
201504,MO,57.7
201505,MO,64.8
201506,MO,74.3
201507,MO,77.4
201508,MO,73.4
201509,MO,71.6
201510,MO,57.7
201511,MO,48.9
201512,MO,42.4
201601,MO,30.9
201602,MO,39.1
201603,MO,50.4
201604,MO,57.3
201605,MO,62.7
201606,MO,76.9
201607,MO,78.1
201608,MO,76.7
201609,MO,71.7
201610,MO,62.1
201611,MO,51
201612,MO,32.4
201701,MO,35.4
201702,MO,45.1
201703,MO,48.4
201704,MO,58.5
201705,MO,64.1
201706,MO,73.5
201707,MO,78.8
201708,MO,72.1
201709,MO,70.4
201710,MO,59
201711,MO,46.2
201712,MO,34.3
201801,MO,28
201802,MO,35.6
201803,MO,44
201804,MO,48.2
201805,MO,72.5
201806,MO,77.4
201807,MO,78.2
201808,MO,76.4
201809,MO,71.3
201810,MO,56.4
201811,MO,37.6
201812,MO,36.8
201901,MO,31
201902,MO,33
201903,MO,40.9
201904,MO,56.7
201905,MO,64.5
201906,MO,72.4
201907,MO,77.6
201908,MO,75.3
201909,MO,74.8
201910,MO,54.3
201911,MO,40.2
201912,MO,39
202001,MO,34.5
202002,MO,35.4
202003,MO,48.8
202004,MO,53.1
202005,MO,62
202006,MO,75.1
202007,MO,79.2
202008,MO,74.2
202009,MO,67.3
202010,MO,53.6
202011,MO,49.6
202012,MO,36.3
202101,MO,33.6
202102,MO,24.4
202103,MO,49.9
202104,MO,54.2
202105,MO,62.3
202106,MO,74.9
202107,MO,76.7
202108,MO,77.4
202109,MO,71.5
202110,MO,60.5
202111,MO,45.5
202112,MO,44.7
202201,MO,28.4
202202,MO,32.5
202203,MO,46.1
202204,MO,53
202205,MO,65.9
202206,MO,75.3
202207,MO,79.8
202208,MO,76.4
202209,MO,69.5
202210,MO,56
202211,MO,44.3
202212,MO,33.1
202301,MO,37.2
202302,MO,39.9
202303,MO,43.8
202304,MO,56.2
202305,MO,66.1
202306,MO,73.9
202307,MO,77.9
202308,MO,76.5
202309,MO,70.4
202310,MO,58.8
202311,MO,46.2
202312,MO,41.9
200101,MT,24.6
200102,MT,16.5
200103,MT,33.8
200104,MT,41.1
200105,MT,53.3
200106,MT,58.4
200107,MT,67.1
200108,MT,68.9
200109,MT,58.7
200110,MT,42.7
200111,MT,36.3
200112,MT,22.4
200201,MT,22.7
200202,MT,26.4
200203,MT,19.8
200204,MT,37.6
200205,MT,47.5
200206,MT,59.5
200207,MT,69.6
200208,MT,61.3
200209,MT,55.7
200210,MT,36.6
200211,MT,33.8
200212,MT,26.8
200301,MT,24.7
200302,MT,21.4
200303,MT,29.8
200304,MT,44.1
200305,MT,50.1
200306,MT,58.4
200307,MT,70.3
200308,MT,70
200309,MT,54.6
200310,MT,47.5
200311,MT,24
200312,MT,25.1
200401,MT,17
200402,MT,24.1
200403,MT,37.5
200404,MT,44.3
200405,MT,48.1
200406,MT,56.1
200407,MT,66.1
200408,MT,62.4
200409,MT,54.1
200410,MT,43.1
200411,MT,33.6
200412,MT,27.4
200501,MT,18.1
200502,MT,28.9
200503,MT,34.6
200504,MT,42.7
200505,MT,49
200506,MT,57.7
200507,MT,67.6
200508,MT,63.9
200509,MT,55.4
200510,MT,45.1
200511,MT,33.2
200512,MT,20.5
200601,MT,31.4
200602,MT,23.4
200603,MT,30.6
200604,MT,44.9
200605,MT,52.9
200606,MT,61.6
200607,MT,71.2
200608,MT,65.5
200609,MT,54.8
200610,MT,40.4
200611,MT,30.3
200612,MT,25.5
200701,MT,21.8
200702,MT,22
200703,MT,38.9
200704,MT,40.9
200705,MT,52.1
200706,MT,60.7
200707,MT,73.3
200708,MT,65.8
200709,MT,55
200710,MT,44.6
200711,MT,31.6
200712,MT,21.6
200801,MT,18.1
200802,MT,24.2
200803,MT,31.2
200804,MT,37.6
200805,MT,49.6
200806,MT,56.7
200807,MT,66.5
200808,MT,65.6
200809,MT,53.6
200810,MT,43.7
200811,MT,35.8
200812,MT,14
200901,MT,21.1
200902,MT,25.1
200903,MT,28.3
200904,MT,39.8
200905,MT,50.5
200906,MT,56.6
200907,MT,64.6
200908,MT,63.4
200909,MT,60.7
200910,MT,36.4
200911,MT,35.2
200912,MT,12
201001,MT,20.6
201002,MT,21.1
201003,MT,36.2
201004,MT,41.6
201005,MT,46.3
201006,MT,57.5
201007,MT,64.3
201008,MT,63.8
201009,MT,54.1
201010,MT,47.6
201011,MT,26.6
201012,MT,19
201101,MT,19.1
201102,MT,16.4
201103,MT,28.6
201104,MT,37.7
201105,MT,47.1
201106,MT,56.3
201107,MT,66.6
201108,MT,66.8
201109,MT,58.3
201110,MT,45.9
201111,MT,30
201112,MT,26.2
201201,MT,25.1
201202,MT,24.9
201203,MT,39.4
201204,MT,44.8
201205,MT,49.5
201206,MT,60.2
201207,MT,70.7
201208,MT,66.7
201209,MT,58.2
201210,MT,41
201211,MT,32.4
201212,MT,21.5
201301,MT,21.7
201302,MT,27.4
201303,MT,30.5
201304,MT,36.9
201305,MT,51.9
201306,MT,59
201307,MT,67.5
201308,MT,67.3
201309,MT,58.8
201310,MT,40.8
201311,MT,30.4
201312,MT,16.4
201401,MT,24.5
201402,MT,14.7
201403,MT,29.4
201404,MT,41
201405,MT,51.1
201406,MT,56.5
201407,MT,67.6
201408,MT,64.8
201409,MT,55.1
201410,MT,47.9
201411,MT,25.3
201412,MT,25
201501,MT,24.7
201502,MT,26.9
201503,MT,39.5
201504,MT,42.8
201505,MT,49.6
201506,MT,63.8
201507,MT,66.2
201508,MT,65.9
201509,MT,57.3
201510,MT,48
201511,MT,30
201512,MT,23.6
201601,MT,23.4
201602,MT,33.6
201603,MT,37.4
201604,MT,45
201605,MT,51
201606,MT,62.4
201607,MT,65.9
201608,MT,64.4
201609,MT,54.8
201610,MT,44.3
201611,MT,39.1
201612,MT,14.2
201701,MT,15.2
201702,MT,25.4
201703,MT,35.8
201704,MT,42.1
201705,MT,52.3
201706,MT,60.6
201707,MT,71.6
201708,MT,65.5
201709,MT,55.2
201710,MT,42.6
201711,MT,30.7
201712,MT,21.1
201801,MT,21.7
201802,MT,11.4
201803,MT,28.3
201804,MT,37.9
201805,MT,55.7
201806,MT,59.2
201807,MT,66.8
201808,MT,64.5
201809,MT,53
201810,MT,41.6
201811,MT,30.2
201812,MT,25
201901,MT,24.7
201902,MT,5.1
201903,MT,25.2
201904,MT,41.9
201905,MT,47.7
201906,MT,58.6
201907,MT,65
201908,MT,64.8
201909,MT,55
201910,MT,35.4
201911,MT,29.3
201912,MT,25.8
202001,MT,23.4
202002,MT,25.6
202003,MT,31.6
202004,MT,38.3
202005,MT,50.6
202006,MT,59.3
202007,MT,65.6
202008,MT,67.4
202009,MT,57
202010,MT,39.3
202011,MT,32.8
202012,MT,28.5
202101,MT,26.7
202102,MT,13.7
202103,MT,36.1
202104,MT,40.5
202105,MT,48.6
202106,MT,65.3
202107,MT,72.5
202108,MT,64.7
202109,MT,58.3
202110,MT,45.6
202111,MT,36.3
202112,MT,19.3
202201,MT,22.9
202202,MT,22.6
202203,MT,33.5
202204,MT,35.2
202205,MT,48.5
202206,MT,58.5
202207,MT,69
202208,MT,69.7
202209,MT,60.6
202210,MT,47.1
202211,MT,22.7
202212,MT,14.6
202301,MT,22.9
202302,MT,23.3
202303,MT,23.3
202304,MT,39.2
202305,MT,56.3
202306,MT,60.4
202307,MT,67.4
202308,MT,66.8
202309,MT,58.5
202310,MT,42.3
202311,MT,34.5
202312,MT,31.3
200101,NE,27.5
200102,NE,22
200103,NE,35.8
200104,NE,50.6
200105,NE,59.8
200106,NE,68.5
200107,NE,77.1
200108,NE,73.9
200109,NE,63.6
200110,NE,51
200111,NE,43.9
200112,NE,30.3
200201,NE,29.5
200202,NE,31.8
200203,NE,30.1
200204,NE,49.9
200205,NE,56
200206,NE,73.9
200207,NE,78.3
200208,NE,73
200209,NE,64.3
200210,NE,44.4
200211,NE,37.1
200212,NE,31.8
200301,NE,26.9
200302,NE,25
200303,NE,38.7
200304,NE,50.5
200305,NE,57.4
200306,NE,66.1
200307,NE,76.4
200308,NE,75.5
200309,NE,61.1
200310,NE,54.6
200311,NE,34.7
200312,NE,30.5
200401,NE,24
200402,NE,26.3
200403,NE,43.1
200404,NE,50.5
200405,NE,60.4
200406,NE,65.2
200407,NE,71.7
200408,NE,68.5
200409,NE,66.2
200410,NE,52.3
200411,NE,38.7
200412,NE,30.8
200501,NE,23.1
200502,NE,34.4
200503,NE,39.4
200504,NE,49.7
200505,NE,57.8
200506,NE,70
200507,NE,75.9
200508,NE,72.6
200509,NE,67.5
200510,NE,51.9
200511,NE,41.1
200512,NE,25
200601,NE,37.1
200602,NE,28.1
200603,NE,36.8
200604,NE,53.3
200605,NE,61.2
200606,NE,71.8
200607,NE,77.4
200608,NE,72.8
200609,NE,58.8
200610,NE,48
200611,NE,37.6
200612,NE,30.2
200701,NE,21.6
200702,NE,23.1
200703,NE,45.6
200704,NE,46.4
200705,NE,62.1
200706,NE,69.2
200707,NE,76.1
200708,NE,75.6
200709,NE,64.7
200710,NE,53.6
200711,NE,39.5
200712,NE,22
200801,NE,21.3
200802,NE,26.2
200803,NE,37.4
200804,NE,44.6
200805,NE,56.3
200806,NE,67.5
200807,NE,75
200808,NE,71.4
200809,NE,62.2
200810,NE,50.2
200811,NE,38.9
200812,NE,21.3
200901,NE,25.5
200902,NE,31.8
200903,NE,37.4
200904,NE,46.1
200905,NE,59.1
200906,NE,66.8
200907,NE,70.2
200908,NE,69.4
200909,NE,61.8
200910,NE,42.3
200911,NE,42.2
200912,NE,18.6
201001,NE,22.1
201002,NE,23
201003,NE,39.7
201004,NE,51.7
201005,NE,56.3
201006,NE,69.6
201007,NE,74.5
201008,NE,74.8
201009,NE,63.6
201010,NE,54
201011,NE,36.7
201012,NE,26.1
201101,NE,20.4
201102,NE,24.5
201103,NE,37.1
201104,NE,47.5
201105,NE,56
201106,NE,68.2
201107,NE,77.7
201108,NE,73.9
201109,NE,60.6
201110,NE,52.7
201111,NE,38.2
201112,NE,28.6
201201,NE,30.4
201202,NE,29.3
201203,NE,50.8
201204,NE,53.5
201205,NE,62.3
201206,NE,73.4
201207,NE,80
201208,NE,73
201209,NE,64
201210,NE,48.2
201211,NE,40
201212,NE,27.6
201301,NE,25.5
201302,NE,28.8
201303,NE,34.8
201304,NE,42.5
201305,NE,58.5
201306,NE,68.8
201307,NE,73.2
201308,NE,73.8
201309,NE,68
201310,NE,48.8
201311,NE,36
201312,NE,22.8
201401,NE,25.4
201402,NE,20.8
201403,NE,35.4
201404,NE,48.3
201405,NE,58.5
201406,NE,68.1
201407,NE,71.2
201408,NE,72.2
201409,NE,62.9
201410,NE,53.2
201411,NE,32.2
201412,NE,28
201501,NE,27.2
201502,NE,26.1
201503,NE,42.9
201504,NE,50.5
201505,NE,56.2
201506,NE,69.8
201507,NE,73.3
201508,NE,70.9
201509,NE,68.6
201510,NE,54.3
201511,NE,40.1
201512,NE,29.7
201601,NE,26
201602,NE,35
201603,NE,43.9
201604,NE,49.9
201605,NE,57.2
201606,NE,73.3
201607,NE,74.2
201608,NE,71.8
201609,NE,65
201610,NE,55.4
201611,NE,44.3
201612,NE,23.8
201701,NE,24.8
201702,NE,35.4
201703,NE,42.2
201704,NE,49.7
201705,NE,57
201706,NE,70.7
201707,NE,76.8
201708,NE,69
201709,NE,65
201710,NE,50.9
201711,NE,39.9
201712,NE,26.6
201801,NE,23
201802,NE,21.7
201803,NE,38.5
201804,NE,41.2
201805,NE,63.8
201806,NE,72.2
201807,NE,73.4
201808,NE,70.8
201809,NE,65.7
201810,NE,47.2
201811,NE,33.5
201812,NE,28.1
201901,NE,26.4
201902,NE,17.3
201903,NE,31.7
201904,NE,49.2
201905,NE,53.5
201906,NE,68
201907,NE,74.5
201908,NE,71.4
201909,NE,68.3
201910,NE,44.2
201911,NE,35.2
201912,NE,30.2
202001,NE,27.2
202002,NE,29.6
202003,NE,41.1
202004,NE,46.1
202005,NE,56.8
202006,NE,73.5
202007,NE,75.3
202008,NE,74
202009,NE,62.7
202010,NE,46.4
202011,NE,42.6
202012,NE,31.3
202101,NE,29.3
202102,NE,16.5
202103,NE,42.6
202104,NE,46.9
202105,NE,57.9
202106,NE,72.8
202107,NE,75
202108,NE,74.3
202109,NE,67.6
202110,NE,53.2
202111,NE,42.6
202112,NE,33.8
202201,NE,25.6
202202,NE,26.9
202203,NE,38.1
202204,NE,46.6
202205,NE,58.7
202206,NE,71.4
202207,NE,76.5
202208,NE,75
202209,NE,67.5
202210,NE,52.2
202211,NE,34.6
202212,NE,22.7
202301,NE,24.8
202302,NE,26.9
202303,NE,33.6
202304,NE,48.2
202305,NE,62
202306,NE,69.8
202307,NE,72.8
202308,NE,73.8
202309,NE,67.2
202310,NE,51.2
202311,NE,40.8
202312,NE,34.1
200101,NV,29.7
200102,NV,32
200103,NV,43.8
200104,NV,45.7
200105,NV,61.8
200106,NV,67.1
200107,NV,72
200108,NV,74.2
200109,NV,65.5
200110,NV,54.7
200111,NV,41.6
200112,NV,30.6
200201,NV,30.8
200202,NV,35.2
200203,NV,38.2
200204,NV,49.5
200205,NV,55.7
200206,NV,67.6
200207,NV,76.3
200208,NV,70.3
200209,NV,63.2
200210,NV,49.1
200211,NV,40.2
200212,NV,33.5
200301,NV,40.7
200302,NV,34.1
200303,NV,42.7
200304,NV,44.2
200305,NV,57
200306,NV,67.8
200307,NV,77
200308,NV,72.4
200309,NV,64.8
200310,NV,57
200311,NV,35.9
200312,NV,33.3
200401,NV,30.4
200402,NV,32.3
200403,NV,47.9
200404,NV,49.4
200405,NV,56.8
200406,NV,67
200407,NV,73.8
200408,NV,70.1
200409,NV,61.5
200410,NV,49.5
200411,NV,37.8
200412,NV,33.5
200501,NV,32.4
200502,NV,35.4
200503,NV,41.5
200504,NV,45.8
200505,NV,56.3
200506,NV,61.5
200507,NV,75.9
200508,NV,71.4
200509,NV,60.1
200510,NV,51.7
200511,NV,42.1
200512,NV,33.9
200601,NV,34.1
200602,NV,35.2
200603,NV,35.8
200604,NV,47.7
200605,NV,59
200606,NV,68.9
200607,NV,76.2
200608,NV,70.1
200609,NV,61.5
200610,NV,49.7
200611,NV,40.2
200612,NV,31.1
200701,NV,27.4
200702,NV,36.8
200703,NV,45.9
200704,NV,49.2
200705,NV,58.8
200706,NV,67.6
200707,NV,76.9
200708,NV,72.9
200709,NV,61.4
200710,NV,49.9
200711,NV,42.3
200712,NV,29.2
200801,NV,27.6
200802,NV,34.6
200803,NV,40.2
200804,NV,45.2
200805,NV,54.2
200806,NV,65.4
200807,NV,74.3
200808,NV,73.2
200809,NV,63.9
200810,NV,52
200811,NV,44.4
200812,NV,30
200901,NV,34.4
200902,NV,35.3
200903,NV,40
200904,NV,46.1
200905,NV,60.6
200906,NV,62.4
200907,NV,74.1
200908,NV,70.2
200909,NV,66.7
200910,NV,47.9
200911,NV,40.7
200912,NV,26
201001,NV,32.9
201002,NV,35.8
201003,NV,39.9
201004,NV,44.2
201005,NV,49.2
201006,NV,64.8
201007,NV,74.1
201008,NV,69.9
201009,NV,63.9
201010,NV,52.9
201011,NV,37.4
201012,NV,35.6
201101,NV,32.9
201102,NV,32.8
201103,NV,40.6
201104,NV,44.4
201105,NV,50.8
201106,NV,62.4
201107,NV,71.9
201108,NV,72.5
201109,NV,65.6
201110,NV,52.4
201111,NV,37.6
201112,NV,30.9
201201,NV,35
201202,NV,34.6
201203,NV,42.4
201204,NV,49.9
201205,NV,58
201206,NV,66.2
201207,NV,73.7
201208,NV,74.2
201209,NV,66.2
201210,NV,53.4
201211,NV,43.4
201212,NV,31.3
201301,NV,26
201302,NV,33.3
201303,NV,44.7
201304,NV,48.4
201305,NV,56.5
201306,NV,68.6
201307,NV,76.3
201308,NV,71.6
201309,NV,62.5
201310,NV,48.1
201311,NV,41.5
201312,NV,28.4
201401,NV,37.1
201402,NV,39.2
201403,NV,43.4
201404,NV,49
201405,NV,57.4
201406,NV,66.7
201407,NV,76.1
201408,NV,69.5
201409,NV,65.5
201410,NV,55.4
201411,NV,41.5
201412,NV,35.6
201501,NV,37.7
201502,NV,42.8
201503,NV,47.6
201504,NV,47.8
201505,NV,55.4
201506,NV,71
201507,NV,70.9
201508,NV,72.7
201509,NV,65.9
201510,NV,56.2
201511,NV,35.9
201512,NV,30.8
201601,NV,31.1
201602,NV,38
201603,NV,44.2
201604,NV,50.1
201605,NV,55.1
201606,NV,69.7
201607,NV,73.7
201608,NV,72.1
201609,NV,62.3
201610,NV,53.2
201611,NV,43.2
201612,NV,30.5
201701,NV,29.1
201702,NV,38.1
201703,NV,45.7
201704,NV,47.1
201705,NV,57.1
201706,NV,68.6
201707,NV,76.2
201708,NV,73.5
201709,NV,61.6
201710,NV,50.4
201711,NV,44.4
201712,NV,34.8
201801,NV,38.5
201802,NV,33.7
201803,NV,39.5
201804,NV,50
201805,NV,57.7
201806,NV,67.8
201807,NV,77
201808,NV,73.2
201809,NV,65
201810,NV,50.3
201811,NV,39.4
201812,NV,32
201901,NV,34.1
201902,NV,30
201903,NV,40.1
201904,NV,50.1
201905,NV,51.7
201906,NV,64.3
201907,NV,72.8
201908,NV,73.1
201909,NV,61.7
201910,NV,45.6
201911,NV,41.8
201912,NV,33.2
202001,NV,35.3
202002,NV,36.3
202003,NV,40.5
202004,NV,48.8
202005,NV,58.8
202006,NV,65
202007,NV,74.2
202008,NV,75.6
202009,NV,66.6
202010,NV,55.3
202011,NV,40.5
202012,NV,32.4
202101,NV,33.7
202102,NV,35.6
202103,NV,39.2
202104,NV,49.3
202105,NV,57.2
202106,NV,72.6
202107,NV,77.8
202108,NV,72.4
202109,NV,65.5
202110,NV,49.6
202111,NV,45.2
202112,NV,32.4
202201,NV,34.2
202202,NV,34.6
202203,NV,43.3
202204,NV,47.3
202205,NV,54.5
202206,NV,66.9
202207,NV,76.3
202208,NV,74.4
202209,NV,67.6
202210,NV,54.3
202211,NV,34.3
202212,NV,31.7
202301,NV,29.2
202302,NV,30.8
202303,NV,33.6
202304,NV,46.6
202305,NV,57.3
202306,NV,61.9
202307,NV,76.3
202308,NV,71
202309,NV,62
202310,NV,52.3
202311,NV,40.6
202312,NV,37
200101,NH,18.5
200102,NH,20.8
200103,NH,26.8
200104,NH,40.8
200105,NH,55.2
200106,NH,64.2
200107,NH,64.3
200108,NH,68.6
200109,NH,58.3
200110,NH,47.9
200111,NH,38.9
200112,NH,30.6
200201,NH,26.6
200202,NH,25
200203,NH,30.9
200204,NH,44
200205,NH,50.6
200206,NH,60.6
200207,NH,67.5
200208,NH,68.3
200209,NH,61.1
200210,NH,43.7
200211,NH,33.3
200212,NH,22.7
200301,NH,11.5
200302,NH,16.3
200303,NH,28.4
200304,NH,38.7
200305,NH,52
200306,NH,62.5
200307,NH,67.6
200308,NH,67.9
200309,NH,58.6
200310,NH,44.9
200311,NH,37.4
200312,NH,24.2
200401,NH,10.3
200402,NH,20.7
200403,NH,32.4
200404,NH,42.4
200405,NH,55.2
200406,NH,60
200407,NH,65.9
200408,NH,65.7
200409,NH,58.5
200410,NH,46
200411,NH,35.7
200412,NH,23
200501,NH,16
200502,NH,22.5
200503,NH,26.6
200504,NH,44
200505,NH,48.6
200506,NH,66
200507,NH,68.7
200508,NH,67.4
200509,NH,60.9
200510,NH,48.4
200511,NH,36.6
200512,NH,22.7
200601,NH,26.4
200602,NH,22.5
200603,NH,30.1
200604,NH,44.1
200605,NH,53.7
200606,NH,63.8
200607,NH,70
200608,NH,63.8
200609,NH,56.9
200610,NH,45.6
200611,NH,41
200612,NH,31.5
200701,NH,21.5
200702,NH,14.9
200703,NH,28.1
200704,NH,39.2
200705,NH,54.3
200706,NH,62.5
200707,NH,65.6
200708,NH,65.6
200709,NH,59
200710,NH,51.4
200711,NH,33.5
200712,NH,21.6
200801,NH,22
200802,NH,22.2
200803,NH,27.3
200804,NH,44
200805,NH,51.4
200806,NH,63.9
200807,NH,68.3
200808,NH,63.8
200809,NH,58.4
200810,NH,45
200811,NH,35.5
200812,NH,24.4
200901,NH,12.3
200902,NH,21.7
200903,NH,30.1
200904,NH,44.4
200905,NH,53.3
200906,NH,60.2
200907,NH,64
200908,NH,67
200909,NH,56
200910,NH,43.4
200911,NH,40
200912,NH,23.2
201001,NH,21.1
201002,NH,25.3
201003,NH,37
201004,NH,46.7
201005,NH,56.7
201006,NH,63
201007,NH,70.4
201008,NH,66
201009,NH,60.1
201010,NH,46.3
201011,NH,36.1
201012,NH,23.1
201101,NH,16.8
201102,NH,18.7
201103,NH,29.3
201104,NH,42.4
201105,NH,55.8
201106,NH,62.1
201107,NH,69.1
201108,NH,66.2
201109,NH,61
201110,NH,48.2
201111,NH,40.2
201112,NH,29.4
201201,NH,22.7
201202,NH,26.9
201203,NH,38.9
201204,NH,44.2
201205,NH,57
201206,NH,62.1
201207,NH,68.9
201208,NH,68.2
201209,NH,57.5
201210,NH,49.7
201211,NH,34.3
201212,NH,28.7
201301,NH,20.2
201302,NH,23.1
201303,NH,30.8
201304,NH,42
201305,NH,54.9
201306,NH,63.2
201307,NH,70.6
201308,NH,64.8
201309,NH,57.4
201310,NH,48
201311,NH,33.2
201312,NH,22.2
201401,NH,16.5
201402,NH,18.1
201403,NH,21.6
201404,NH,41.6
201405,NH,54
201406,NH,62.8
201407,NH,67.9
201408,NH,64
201409,NH,57.8
201410,NH,49.8
201411,NH,33.8
201412,NH,28.7
201501,NH,14.6
201502,NH,8.1
201503,NH,23.8
201504,NH,40.6
201505,NH,58.9
201506,NH,60.2
201507,NH,66.9
201508,NH,67.6
201509,NH,62.7
201510,NH,45.2
201511,NH,39.6
201512,NH,35.2
201601,NH,22.9
201602,NH,25.6
201603,NH,35.2
201604,NH,40.2
201605,NH,54.8
201606,NH,62.6
201607,NH,68.5
201608,NH,68.2
201609,NH,60.5
201610,NH,48
201611,NH,37.9
201612,NH,24.4
201701,NH,25.7
201702,NH,26.7
201703,NH,25.3
201704,NH,45.8
201705,NH,52.2
201706,NH,62.6
201707,NH,66.5
201708,NH,64.1
201709,NH,62.2
201710,NH,53.9
201711,NH,34.6
201712,NH,19.6
201801,NH,18.3
201802,NH,27
201803,NH,30.3
201804,NH,38
201805,NH,57.3
201806,NH,61.4
201807,NH,69.9
201808,NH,69.2
201809,NH,61.1
201810,NH,45
201811,NH,31.2
201812,NH,24.7
201901,NH,18
201902,NH,21
201903,NH,27.4
201904,NH,42.4
201905,NH,51.3
201906,NH,61.6
201907,NH,70
201908,NH,65.7
201909,NH,57.5
201910,NH,47.9
201911,NH,31.5
201912,NH,24.7
202001,NH,25.2
202002,NH,24.2
202003,NH,34.2
202004,NH,39.6
202005,NH,53.4
202006,NH,64
202007,NH,71.1
202008,NH,66.5
202009,NH,58.5
202010,NH,47
202011,NH,38.5
202012,NH,28
202101,NH,23
202102,NH,20.6
202103,NH,32.4
202104,NH,44
202105,NH,54.5
202106,NH,66.1
202107,NH,65.6
202108,NH,69.2
202109,NH,60.5
202110,NH,52.1
202111,NH,35.9
202112,NH,28.9
202201,NH,14.7
202202,NH,23.5
202203,NH,32
202204,NH,42.6
202205,NH,57.2
202206,NH,61.8
202207,NH,68.7
202208,NH,69.8
202209,NH,58.2
202210,NH,48.7
202211,NH,39.5
202212,NH,28.3
202301,NH,29
202302,NH,24.2
202303,NH,32.3
202304,NH,45
202305,NH,52.9
202306,NH,61.9
202307,NH,70.5
202308,NH,64.5
202309,NH,61.7
202310,NH,52.3
202311,NH,33.7
202312,NH,32.4
200101,NJ,29.8
200102,NJ,35
200103,NJ,38.2
200104,NJ,51.4
200105,NJ,61.6
200106,NJ,71
200107,NJ,71.1
200108,NJ,75.5
200109,NJ,64.8
200110,NJ,55.4
200111,NJ,48.8
200112,NJ,41.1
200201,NJ,36.9
200202,NJ,38.4
200203,NJ,42.9
200204,NJ,53.9
200205,NJ,59.2
200206,NJ,70.1
200207,NJ,76.1
200208,NJ,75.8
200209,NJ,67.8
200210,NJ,54.1
200211,NJ,43.2
200212,NJ,33.3
200301,NJ,26.4
200302,NJ,28.2
200303,NJ,41.3
200304,NJ,48.5
200305,NJ,56.9
200306,NJ,67.4
200307,NJ,74.5
200308,NJ,75.1
200309,NJ,66.9
200310,NJ,52.9
200311,NJ,48.5
200312,NJ,35.5
200401,NJ,24.6
200402,NJ,33.1
200403,NJ,42.8
200404,NJ,51.9
200405,NJ,66
200406,NJ,69
200407,NJ,73.2
200408,NJ,72.4
200409,NJ,67.6
200410,NJ,53.6
200411,NJ,46.4
200412,NJ,35.6
200501,NJ,30.1
200502,NJ,34.2
200503,NJ,37.1
200504,NJ,52.5
200505,NJ,56.6
200506,NJ,72.1
200507,NJ,76
200508,NJ,76.4
200509,NJ,70.2
200510,NJ,56.3
200511,NJ,47.4
200512,NJ,32.5
200601,NJ,38.7
200602,NJ,34.2
200603,NJ,41.8
200604,NJ,53.4
200605,NJ,61.4
200606,NJ,70.1
200607,NJ,76.7
200608,NJ,74.2
200609,NJ,64.3
200610,NJ,53.6
200611,NJ,49.6
200612,NJ,41.7
200701,NJ,36.7
200702,NJ,27.1
200703,NJ,40.9
200704,NJ,48.6
200705,NJ,62.8
200706,NJ,70.6
200707,NJ,73.7
200708,NJ,73.4
200709,NJ,68
200710,NJ,62.1
200711,NJ,43.5
200712,NJ,35.6
200801,NJ,34.3
200802,NJ,35.2
200803,NJ,41.7
200804,NJ,53
200805,NJ,57.9
200806,NJ,73
200807,NJ,76
200808,NJ,71.3
200809,NJ,67.4
200810,NJ,53.4
200811,NJ,43.7
200812,NJ,36.6
200901,NJ,26.9
200902,NJ,35.1
200903,NJ,40.8
200904,NJ,52.5
200905,NJ,61.3
200906,NJ,67.6
200907,NJ,72
200908,NJ,74.9
200909,NJ,64.7
200910,NJ,53.4
200911,NJ,49.2
200912,NJ,34.4
201001,NJ,31.2
201002,NJ,31.1
201003,NJ,46.2
201004,NJ,55.5
201005,NJ,64
201006,NJ,73.9
201007,NJ,78.3
201008,NJ,74.9
201009,NJ,69.2
201010,NJ,56
201011,NJ,45
201012,NJ,30.8
201101,NJ,27.2
201102,NJ,34.4
201103,NJ,41.2
201104,NJ,53.9
201105,NJ,63.7
201106,NJ,71.9
201107,NJ,78.4
201108,NJ,73.5
201109,NJ,68.9
201110,NJ,55.8
201111,NJ,48.9
201112,NJ,40.5
201201,NJ,35.6
201202,NJ,38.9
201203,NJ,49.8
